D,z,target_index,basis_index,coeff
16,-3,23,2,-3/2
16,-3,23,5,-27/14
16,-3,23,6,-1/2
16,-3,24,0,-7/13
16,-3,25,5,1
16,-3,27,2,-7/13
16,-3,27,6,-1/13
16,-3,28,0,7/117
16,-3,28,2,-1/3
16,-3,28,4,-13/42
16,-3,28,5,20/63
16,-3,28,6,-1/63
16,-3,29,1,-7/40
16,-3,29,5,13/14
16,-3,29,6,-11/56
16,-3,29,7,-13/14
16,-3,29,8,949/140
16,-3,30,0,197/1352
16,-3,30,1,1/8
16,-3,30,2,13/28
16,-3,30,5,10/7
16,-3,30,6,-1/14
16,-3,30,7,-60/91
16,-3,30,8,69/14
16,-3,31,7,1
16,-3,33,0,49/169
16,-3,33,7,10/13
16,-3,34,1,-49/260
16,-3,34,5,1
16,-3,34,6,1/4
16,-3,34,8,13/10
16,-3,35,8,1
16,-3,37,0,7/156
16,-3,37,1,7/300
16,-3,37,2,1/6
16,-3,37,5,4/35
16,-3,37,6,-1/175
16,-3,37,8,19/25
16,-3,38,0,-1225/2028
16,-3,38,1,-77/150
16,-3,38,3,-1/468
16,-3,38,5,-64/105
16,-3,38,6,16/525
16,-3,38,7,-10/13
16,-3,38,8,82/25
16,-3,38,9,1
16,-3,38,10,111/13
16,-3,38,11,42/13
16,-3,39,9,1
16,-2,0,0,97/52
16,-2,0,1,2863/1560
16,-2,0,2,-81/26
16,-2,0,3,5/546
16,-2,0,5,55/12
16,-2,0,6,-118/455
16,-2,0,7,13/14
16,-2,0,8,-1943/140
16,-2,0,9,-927/140
16,-2,0,10,330/91
16,-2,0,11,-720/91
16,-2,1,0,203/234
16,-2,1,1,23597/23400
16,-2,1,2,181/234
16,-2,1,3,11/2184
16,-2,1,4,26/21
16,-2,1,5,334/105
16,-2,1,6,18/91
16,-2,1,8,-802/175
16,-2,1,9,6/7
16,-2,1,10,-696/91
16,-2,1,11,-396/91
16,-2,2,2,1
16,-2,2,4,-3
16,-2,3,0,-7/26
16,-2,3,1,-7/26
16,-2,3,2,21/13
16,-2,4,0,-7/72
16,-2,4,1,-7/72
16,-2,4,2,2/9
16,-2,4,4,13/12
16,-2,5,0,-1/52
16,-2,5,2,29/26
16,-2,5,5,-27/28
16,-2,5,6,3/182
16,-2,6,0,-7/26
16,-2,6,2,21/13
16,-2,6,5,1/2
16,-2,6,6,3/13
16,-2,7,0,-49/156
16,-2,7,2,49/78
16,-2,7,4,13/12
16,-2,7,5,-5/3
16,-2,7,6,-1/13
16,-2,8,0,-15/26
16,-2,8,7,-27/14
16,-2,9,1,-7/40
16,-2,9,6,3/70
16,-2,9,8,-351/140
16,-2,10,0,-7/72
16,-2,10,1,-7/72
16,-2,10,2,-187/468
16,-2,10,6,6/91
16,-2,10,8,-13/7
16,-2,11,0,1449/676
16,-2,11,1,4753/3900
16,-2,11,2,42/13
16,-2,11,3,1/156
16,-2,11,5,1094/195
16,-2,11,6,53/65
16,-2,11,7,40/13
16,-2,11,8,-263/50
16,-2,11,9,21/10
16,-2,11,10,-372/13
16,-2,11,11,-72/13
16,-2,12,7,1
16,-2,12,9,-39/10
16,-2,13,0,-49/312
16,-2,13,1,-686/2925
16,-2,13,2,7/13
16,-2,13,3,-1/936
16,-2,13,5,-19/45
16,-2,13,6,1/13
16,-2,13,8,44/25
16,-2,13,9,1
16,-2,13,10,-38/13
16,-2,13,11,12/13
16,-2,14,0,-1813/12168
16,-2,14,1,-686/2925
16,-2,14,2,-35/156
16,-2,14,3,-1/936
16,-2,14,4,-7/18
16,-2,14,5,-74/195
16,-2,14,8,19/25
16,-2,14,10,12/13
16,-2,14,11,12/13
16,-2,15,0,161/936
16,-2,15,1,-343/936
16,-2,15,2,-37/117
16,-2,15,4,13/12
16,-2,16,2,1
16,-2,17,4,1
16,-2,18,0,-7/13
16,-2,19,1,-7/13
16,-2,20,0,-7/72
16,-2,20,1,-7/72
16,-2,20,2,-13/36
16,-2,21,2,-7/13
16,-2,22,2,-7/36
16,-2,22,4,-13/36
16,-2,23,0,-1/26
16,-2,23,2,-1
16,-2,23,5,-27/14
16,-2,23,6,-3/7
16,-2,24,0,-7/13
16,-2,25,5,1
16,-2,27,2,-7/13
16,-2,27,6,-1/13
16,-2,28,0,49/468
16,-2,28,2,-7/18
16,-2,28,4,-13/36
16,-2,28,5,5/9
16,-2,29,1,-7/40
16,-2,29,5,13/14
16,-2,29,6,-1/10
16,-2,29,7,-13/14
16,-2,29,8,689/140
16,-2,30,0,1435/12168
16,-2,30,1,7/72
16,-2,30,2,13/36
16,-2,30,5,10/7
16,-2,30,7,-60/91
16,-2,30,8,25/7
16,-2,31,7,1
16,-2,33,0,49/169
16,-2,33,7,10/13
16,-2,34,1,-49/260
16,-2,34,5,1
16,-2,34,6,1/5
16,-2,34,8,13/10
16,-2,35,8,1
16,-2,37,0,49/936
16,-2,37,1,49/1800
16,-2,37,2,7/36
16,-2,37,5,2/15
16,-2,37,8,19/25
16,-2,38,0,-1225/2028
16,-2,38,1,-1372/2925
16,-2,38,3,-1/468
16,-2,38,5,-38/45
16,-2,38,7,-10/13
16,-2,38,8,63/25
16,-2,38,9,1
16,-2,38,10,74/13
16,-2,38,11,24/13
16,-2,39,9,1
16,-1,0,0,1115/624
16,-1,0,1,9541/6500
16,-1,0,2,-161/52
16,-1,0,3,113/13104
16,-1,0,5,11969/2100
16,-1,0,6,1411/273000
16,-1,0,7,13/14
16,-1,0,8,-1738/175
16,-1,0,9,-361/56
16,-1,0,10,123/13
16,-1,0,11,-565/182
16,-1,1,0,861/520
16,-1,1,1,15589/9750
16,-1,1,2,547/780
16,-1,1,3,59/6552
16,-1,1,4,26/21
16,-1,1,5,1282/175
16,-1,1,6,12833/22750
16,-1,1,8,-1471/350
16,-1,1,9,6/7
16,-1,1,10,-654/91
16,-1,1,11,-295/91
16,-1,2,2,1
16,-1,2,4,-5/2
16,-1,3,0,-7/26
16,-1,3,1,-7/26
16,-1,3,2,35/26
16,-1,4,0,-7/60
16,-1,4,1,-7/60
16,-1,4,2,3/20
16,-1,4,4,13/12
16,-1,5,0,-1/52
16,-1,5,2,57/52
16,-1,5,5,-27/28
16,-1,5,6,5/364
16,-1,6,0,-7/26
16,-1,6,2,35/26
16,-1,6,5,1/2
16,-1,6,6,5/26
16,-1,7,0,-49/78
16,-1,7,2,49/78
16,-1,7,4,13/12
16,-1,7,5,-10/3
16,-1,7,6,-19/78
16,-1,8,0,-15/26
16,-1,8,7,-27/14
16,-1,9,1,-7/40
16,-1,9,6,19/280
16,-1,9,8,-351/140
16,-1,10,0,-7/60
16,-1,10,1,-7/60
16,-1,10,2,-92/195
16,-1,10,6,6/91
16,-1,10,8,-13/7
16,-1,11,0,9331/4056
16,-1,11,1,2009/1625
16,-1,11,2,21/13
16,-1,11,3,7/936
16,-1,11,5,7004/975
16,-1,11,6,15929/19500
16,-1,11,7,40/13
16,-1,11,8,-109/25
16,-1,11,9,-1/4
16,-1,11,10,-192/13
16,-1,11,11,-35/13
16,-1,12,7,1
16,-1,12,9,-13/4
16,-1,13,0,-49/312
16,-1,13,1,-1323/6500
16,-1,13,2,7/13
16,-1,13,3,-1/936
16,-1,13,5,-44/75
16,-1,13,6,232/4875
16,-1,13,8,69/50
16,-1,13,9,1
16,-1,13,10,-44/13
16,-1,13,11,5/13
16,-1,14,0,-2989/10140
16,-1,14,1,-1323/3250
16,-1,14,2,-7/26
16,-1,14,3,-1/468
16,-1,14,4,-7/15
16,-1,14,5,-348/325
16,-1,14,6,-87/1625
16,-1,14,8,19/25
16,-1,14,10,12/13
16,-1,14,11,10/13
16,-1,15,0,329/780
16,-1,15,1,-511/780
16,-1,15,2,-101/260
16,-1,15,4,13/12
16,-1,16,2,1
16,-1,17,4,1
16,-1,18,0,-7/13
16,-1,19,1,-7/13
16,-1,20,0,-7/60
16,-1,20,1,-7/60
16,-1,20,2,-13/30
16,-1,21,2,-7/13
16,-1,22,2,-7/30
16,-1,22,4,-13/30
16,-1,23,0,-1/26
16,-1,23,2,-1/2
16,-1,23,5,-27/14
16,-1,23,6,-5/14
16,-1,24,0,-7/13
16,-1,25,5,1
16,-1,27,2,-7/13
16,-1,27,6,-1/13
16,-1,28,0,49/195
16,-1,28,2,-7/15
16,-1,28,4,-13/30
16,-1,28,5,4/3
16,-1,28,6,1/15
16,-1,29,1,-7/40
16,-1,29,5,13/14
16,-1,29,6,-1/280
16,-1,29,7,-13/14
16,-1,29,8,429/140
16,-1,30,0,1603/20280
16,-1,30,1,7/120
16,-1,30,2,13/60
16,-1,30,5,10/7
16,-1,30,6,1/14
16,-1,30,7,-60/91
16,-1,30,8,31/14
16,-1,31,7,1
16,-1,33,0,49/169
16,-1,33,7,10/13
16,-1,34,1,-49/260
16,-1,34,5,1
16,-1,34,6,3/20
16,-1,34,8,13/10
16,-1,35,8,1
16,-1,37,0,49/780
16,-1,37,1,49/1500
16,-1,37,2,7/30
16,-1,37,5,4/25
16,-1,37,6,1/125
16,-1,37,8,19/25
16,-1,38,0,-1225/2028
16,-1,38,1,-1323/3250
16,-1,38,3,-1/468
16,-1,38,5,-88/75
16,-1,38,6,-22/375
16,-1,38,7,-10/13
16,-1,38,8,44/25
16,-1,38,9,1
16,-1,38,10,37/13
16,-1,38,11,10/13
16,-1,39,9,1
16,1,0,0,339/208
16,1,0,1,126/325
16,1,0,2,-159/52
16,1,0,3,11/1456
16,1,0,5,1367/140
16,1,0,6,20819/18200
16,1,0,7,13/14
16,1,0,8,-556/175
16,1,0,9,-1707/280
16,1,0,10,1797/91
16,1,0,11,297/182
16,1,1,0,-119/72
16,1,1,1,-413/585
16,1,1,2,193/468
16,1,1,3,-5/728
16,1,1,4,26/21
16,1,1,5,-218/21
16,1,1,6,-1237/910
16,1,1,8,-241/70
16,1,1,9,6/7
16,1,1,10,-570/91
16,1,1,11,-135/91
16,1,2,2,1
16,1,2,4,-3/2
16,1,3,0,-7/26
16,1,3,1,-7/26
16,1,3,2,21/26
16,1,4,0,-7/36
16,1,4,1,-7/36
16,1,4,2,-5/36
16,1,4,4,13/12
16,1,5,0,-1/52
16,1,5,2,55/52
16,1,5,5,-27/28
16,1,5,6,3/364
16,1,6,0,-7/26
16,1,6,2,21/26
16,1,6,5,1/2
16,1,6,6,3/26
16,1,7,0,49/78
16,1,7,2,49/78
16,1,7,4,13/12
16,1,7,5,10/3
16,1,7,6,11/26
16,1,8,0,-15/26
16,1,8,7,-27/14
16,1,9,1,-7/40
16,1,9,6,33/280
16,1,9,8,-351/140
16,1,10,0,-7/36
16,1,10,1,-7/36
16,1,10,2,-89/117
16,1,10,6,6/91
16,1,10,8,-13/7
16,1,11,0,3535/1352
16,1,11,1,343/650
16,1,11,2,-21/13
16,1,11,3,1/104
16,1,11,5,928/65
16,1,11,6,2449/1300
16,1,11,7,40/13
16,1,11,8,-7/25
16,1,11,9,-99/20
16,1,11,10,204/13
16,1,11,11,27/13
16,1,12,7,1
16,1,12,9,-39/20
16,1,13,0,-49/312
16,1,13,1,-931/11700
16,1,13,2,7/13
16,1,13,3,-1/936
16,1,13,5,-56/45
16,1,13,6,-107/975
16,1,13,8,31/50
16,1,13,9,1
16,1,13,10,-56/13
16,1,13,11,-3/13
16,1,14,0,1715/6084
16,1,14,1,931/5850
16,1,14,2,-35/78
16,1,14,3,1/468
16,1,14,4,-7/9
16,1,14,5,452/195
16,1,14,6,113/325
16,1,14,8,19/25
16,1,14,10,12/13
16,1,14,11,6/13
16,1,15,0,-343/468
16,1,15,1,161/468
16,1,15,2,-317/468
16,1,15,4,13/12
16,1,16,2,1
16,1,17,4,1
16,1,18,0,-7/13
16,1,19,1,-7/13
16,1,20,0,-7/36
16,1,20,1,-7/36
16,1,20,2,-13/18
16,1,21,2,-7/13
16,1,22,2,-7/18
16,1,22,4,-13/18
16,1,23,0,-1/26
16,1,23,2,1/2
16,1,23,5,-27/14
16,1,23,6,-3/14
16,1,24,0,-7/13
16,1,25,5,1
16,1,27,2,-7/13
16,1,27,6,-1/13
16,1,28,0,-49/117
16,1,28,2,-7/9
16,1,28,4,-13/18
16,1,28,5,-20/9
16,1,28,6,-1/3
16,1,29,1,-7/40
16,1,29,5,13/14
16,1,29,6,53/280
16,1,29,7,-13/14
16,1,29,8,-13/20
16,1,30,0,-931/12168
16,1,30,1,-7/72
16,1,30,2,-13/36
16,1,30,5,10/7
16,1,30,6,3/14
16,1,30,7,-60/91
16,1,30,8,-1/2
16,1,31,7,1
16,1,33,0,49/169
16,1,33,7,10/13
16,1,34,1,-49/260
16,1,34,5,1
16,1,34,6,1/20
16,1,34,8,13/10
16,1,35,8,1
16,1,37,0,49/468
16,1,37,1,49/900
16,1,37,2,7/18
16,1,37,5,4/15
16,1,37,6,1/25
16,1,37,8,19/25
16,1,38,0,-1225/2028
16,1,38,1,-931/5850
16,1,38,3,-1/468
16,1,38,5,-112/45
16,1,38,6,-28/75
16,1,38,7,-10/13
16,1,38,8,6/25
16,1,38,9,1
16,1,38,10,-37/13
16,1,38,11,-6/13
16,1,39,9,1
16,2,0,0,121/78
16,2,0,1,-1743/2600
16,2,0,2,-79/26
16,2,0,3,23/3276
16,2,0,5,6109/420
16,2,0,6,35051/13650
16,2,0,7,13/14
16,2,0,8,-37/100
16,2,0,9,-829/140
16,2,0,10,2202/91
16,2,0,11,184/91
16,2,1,0,-49/52
16,2,1,1,-679/7800
16,2,1,2,2/39
16,2,1,3,-19/6552
16,2,1,4,26/21
16,2,1,5,-34/5
16,2,1,6,-2644/2275
16,2,1,8,-536/175
16,2,1,9,6/7
16,2,1,10,-528/91
16,2,1,11,-76/91
16,2,2,2,1
16,2,2,4,-1
16,2,3,0,-7/26
16,2,3,1,-7/26
16,2,3,2,7/13
16,2,4,0,-7/24
16,2,4,1,-7/24
16,2,4,2,-1/2
16,2,4,4,13/12
16,2,5,0,-1/52
16,2,5,2,27/26
16,2,5,5,-27/28
16,2,5,6,1/182
16,2,6,0,-7/26
16,2,6,2,7/13
16,2,6,5,1/2
16,2,6,6,1/13
16,2,7,0,49/156
16,2,7,2,49/78
16,2,7,4,13/12
16,2,7,5,5/3
16,2,7,6,10/39
16,2,8,0,-15/26
16,2,8,7,-27/14
16,2,9,1,-7/40
16,2,9,6,1/7
16,2,9,8,-351/140
16,2,10,0,-7/24
16,2,10,1,-7/24
16,2,10,2,-175/156
16,2,10,6,6/91
16,2,10,8,-13/7
16,2,11,0,5621/2028
16,2,11,1,-49/52
16,2,11,2,-42/13
16,2,11,3,5/468
16,2,11,5,926/39
16,2,11,6,62/15
16,2,11,7,40/13
16,2,11,8,29/10
16,2,11,9,-73/10
16,2,11,10,420/13
16,2,11,11,40/13
16,2,12,7,1
16,2,12,9,-13/10
16,2,13,0,-49/312
16,2,13,1,49/650
16,2,13,2,7/13
16,2,13,3,-1/936
16,2,13,5,-31/15
16,2,13,6,-328/975
16,2,13,8,6/25
16,2,13,9,1
16,2,13,10,-62/13
16,2,13,11,-4/13
16,2,14,0,539/4056
16,2,14,1,-49/650
16,2,14,2,-35/52
16,2,14,3,1/936
16,2,14,4,-7/6
16,2,14,5,126/65
16,2,14,6,126/325
16,2,14,8,19/25
16,2,14,10,12/13
16,2,14,11,4/13
16,2,15,0,-175/312
16,2,15,1,-7/312
16,2,15,2,-27/26
16,2,15,4,13/12
16,2,16,2,1
16,2,17,4,1
16,2,18,0,-7/13
16,2,19,1,-7/13
16,2,20,0,-7/24
16,2,20,1,-7/24
16,2,20,2,-13/12
16,2,21,2,-7/13
16,2,22,2,-7/12
16,2,22,4,-13/12
16,2,23,0,-1/26
16,2,23,2,1
16,2,23,5,-27/14
16,2,23,6,-1/7
16,2,24,0,-7/13
16,2,25,5,1
16,2,27,2,-7/13
16,2,27,6,-1/13
16,2,28,0,-49/156
16,2,28,2,-7/6
16,2,28,4,-13/12
16,2,28,5,-5/3
16,2,28,6,-1/3
16,2,29,1,-7/40
16,2,29,5,13/14
16,2,29,6,2/7
16,2,29,7,-13/14
16,2,29,8,-351/140
16,2,30,0,-1099/4056
16,2,30,1,-7/24
16,2,30,2,-13/12
16,2,30,5,10/7
16,2,30,6,2/7
16,2,30,7,-60/91
16,2,30,8,-13/7
16,2,31,7,1
16,2,33,0,49/169
16,2,33,7,10/13
16,2,34,1,-49/260
16,2,34,5,1
16,2,34,8,13/10
16,2,35,8,1
16,2,37,0,49/312
16,2,37,1,49/600
16,2,37,2,7/12
16,2,37,5,2/5
16,2,37,6,2/25
16,2,37,8,19/25
16,2,38,0,-1225/2028
16,2,38,1,49/325
16,2,38,3,-1/468
16,2,38,5,-62/15
16,2,38,6,-62/75
16,2,38,7,-10/13
16,2,38,8,-13/25
16,2,38,9,1
16,2,38,10,-74/13
16,2,38,11,-8/13
16,2,39,9,1
16,3,0,0,919/624
16,3,0,1,-539/156
16,3,0,2,-157/52
16,3,0,3,85/13104
16,3,0,5,2393/84
16,3,0,6,73823/10920
16,3,0,7,13/14
16,3,0,8,72/35
16,3,0,9,-1609/280
16,3,0,10,2565/91
16,3,0,11,255/182
16,3,1,0,-301/312
16,3,1,1,1253/5850
16,3,1,2,-161/156
16,3,1,3,-31/19656
16,3,1,4,26/21
16,3,1,5,-262/35
16,3,1,6,-1523/910
16,3,1,8,-939/350
16,3,1,9,6/7
16,3,1,10,-486/91
16,3,1,11,-31/91
16,3,2,2,1
16,3,2,4,-1/2
16,3,3,0,-7/26
16,3,3,1,-7/26
16,3,3,2,7/26
16,3,4,0,-7/12
16,3,4,1,-7/12
16,3,4,2,-19/12
16,3,4,4,13/12
16,3,5,0,-1/52
16,3,5,2,53/52
16,3,5,5,-27/28
16,3,5,6,1/364
16,3,6,0,-7/26
16,3,6,2,7/26
16,3,6,5,1/2
16,3,6,6,1/26
16,3,7,0,49/234
16,3,7,2,49/78
16,3,7,4,13/12
16,3,7,5,10/9
16,3,7,6,47/234
16,3,8,0,-15/26
16,3,8,7,-27/14
16,3,9,1,-7/40
16,3,9,6,47/280
16,3,9,8,-351/140
16,3,10,0,-7/12
16,3,10,1,-7/12
16,3,10,2,-86/39
16,3,10,6,6/91
16,3,10,8,-13/7
16,3,11,0,11879/4056
16,3,11,1,-5978/975
16,3,11,2,-63/13
16,3,11,3,11/936
16,3,11,5,10324/195
16,3,11,6,1913/156
16,3,11,7,40/13
16,3,11,8,171/25
16,3,11,9,-193/20
16,3,11,10,648/13
16,3,11,11,33/13
16,3,12,7,1
16,3,12,9,-13/20
16,3,13,0,-49/312
16,3,13,1,2107/3900
16,3,13,2,7/13
16,3,13,3,-1/936
16,3,13,5,-68/15
16,3,13,6,-206/195
16,3,13,8,-7/50
16,3,13,9,1
16,3,13,10,-68/13
16,3,13,11,-3/13
16,3,14,0,49/676
16,3,14,1,-2107/5850
16,3,14,2,-35/26
16,3,14,3,1/1404
16,3,14,4,-7/3
16,3,14,5,556/195
16,3,14,6,139/195
16,3,14,8,19/25
16,3,14,10,12/13
16,3,14,11,2/13
16,3,15,0,-119/156
16,3,15,1,-21/52
16,3,15,2,-331/156
16,3,15,4,13/12
16,3,16,2,1
16,3,17,4,1
16,3,18,0,-7/13
16,3,19,1,-7/13
16,3,20,0,-7/12
16,3,20,1,-7/12
16,3,20,2,-13/6
16,3,21,2,-7/13
16,3,22,2,-7/6
16,3,22,4,-13/6
16,3,23,0,-1/26
16,3,23,2,3/2
16,3,23,5,-27/14
16,3,23,6,-1/14
16,3,24,0,-7/13
16,3,25,5,1
16,3,27,2,-7/13
16,3,27,6,-1/13
16,3,28,0,-49/117
16,3,28,2,-7/3
16,3,28,4,-13/6
16,3,28,5,-20/9
16,3,28,6,-5/9
16,3,29,1,-7/40
16,3,29,5,13/14
16,3,29,6,107/280
16,3,29,7,-13/14
16,3,29,8,-611/140
16,3,30,0,-1155/1352
16,3,30,1,-7/8
16,3,30,2,-13/4
16,3,30,5,10/7
16,3,30,6,5/14
16,3,30,7,-60/91
16,3,30,8,-45/14
16,3,31,7,1
16,3,33,0,49/169
16,3,33,7,10/13
16,3,34,1,-49/260
16,3,34,5,1
16,3,34,6,-1/20
16,3,34,8,13/10
16,3,35,8,1
16,3,37,0,49/156
16,3,37,1,49/300
16,3,37,2,7/6
16,3,37,5,4/5
16,3,37,6,1/5
16,3,37,8,19/25
16,3,38,0,-1225/2028
16,3,38,1,2107/1950
16,3,38,3,-1/468
16,3,38,5,-136/15
16,3,38,6,-34/15
16,3,38,7,-10/13
16,3,38,8,-32/25
16,3,38,9,1
16,3,38,10,-111/13
16,3,38,11,-6/13
16,3,39,9,1
