D,z,target_index,basis_index,coeff
17,-4,0,0,1457/728
17,-4,0,1,18845/7826
17,-4,0,2,-22/7
17,-4,0,3,48/5915
17,-4,0,5,3539/1170
17,-4,0,6,-85114/176085
17,-4,0,7,14/15
17,-4,0,8,-44432/1935
17,-4,0,9,-1504/215
17,-4,0,10,-48/5
17,-4,0,11,-768/35
17,-4,1,0,705/1456
17,-4,1,1,1145/1638
17,-4,1,2,311/364
17,-4,1,3,43/17745
17,-4,1,4,238/195
17,-4,1,5,989/810
17,-4,1,6,409/5670
17,-4,1,8,-2168/405
17,-4,1,9,13/15
17,-4,1,10,-26/3
17,-4,1,11,-688/105
17,-4,2,2,1
17,-4,2,4,-4
17,-4,3,0,-15/56
17,-4,3,1,-15/56
17,-4,3,2,15/7
17,-4,4,0,-15/208
17,-4,4,1,-15/208
17,-4,4,2,4/13
17,-4,4,4,14/13
17,-4,5,0,-1/56
17,-4,5,2,8/7
17,-4,5,5,-29/30
17,-4,5,6,2/105
17,-4,6,0,-15/56
17,-4,6,2,15/7
17,-4,6,5,1/2
17,-4,6,6,2/7
17,-4,7,0,-225/1456
17,-4,7,2,225/364
17,-4,7,4,14/13
17,-4,7,5,-43/52
17,-4,7,6,1/182
17,-4,8,0,-4/7
17,-4,8,7,-29/15
17,-4,9,1,-15/86
17,-4,9,6,-4/645
17,-4,9,8,-1624/645
17,-4,10,0,-15/208
17,-4,10,1,-15/208
17,-4,10,2,-111/364
17,-4,10,6,13/210
17,-4,10,8,-28/15
17,-4,11,0,9195/5096
17,-4,11,1,20875/23478
17,-4,11,2,45/7
17,-4,11,3,4/1183
17,-4,11,5,19307/4914
17,-4,11,6,111614/105651
17,-4,11,7,43/14
17,-4,11,8,-5540/1161
17,-4,11,9,292/43
17,-4,11,10,-376/7
17,-4,11,11,-64/7
17,-4,12,7,1
17,-4,12,9,-224/43
17,-4,13,0,-225/1456
17,-4,13,1,-1175/4368
17,-4,13,2,15/28
17,-4,13,3,-1/1183
17,-4,13,5,-301/1404
17,-4,13,6,449/4914
17,-4,13,8,68/27
17,-4,13,9,1
17,-4,13,10,-2
17,-4,13,11,16/7
17,-4,14,0,-6075/81536
17,-4,14,1,-1175/8736
17,-4,14,2,-15/91
17,-4,14,3,-1/2366
17,-4,14,4,-15/52
17,-4,14,5,-559/6048
17,-4,14,6,13/1512
17,-4,14,8,41/54
17,-4,14,10,13/14
17,-4,14,11,8/7
17,-4,15,0,45/728
17,-4,15,1,-75/364
17,-4,15,2,-83/364
17,-4,15,4,14/13
17,-4,16,2,1
17,-4,17,4,1
17,-4,18,0,-15/28
17,-4,19,1,-15/28
17,-4,20,0,-15/208
17,-4,20,1,-15/208
17,-4,20,2,-7/26
17,-4,21,2,-15/28
17,-4,22,2,-15/104
17,-4,22,4,-7/26
17,-4,23,0,-1/28
17,-4,23,2,-2
17,-4,23,5,-29/15
17,-4,23,6,-8/15
17,-4,24,0,-15/28
17,-4,25,5,1
17,-4,27,2,-15/28
17,-4,27,6,-1/14
17,-4,28,0,225/5824
17,-4,28,2,-15/52
17,-4,28,4,-7/26
17,-4,28,5,43/208
17,-4,28,6,-1/52
17,-4,29,1,-15/86
17,-4,29,5,14/15
17,-4,29,6,-176/645
17,-4,29,7,-14/15
17,-4,29,8,1120/129
17,-4,30,0,1665/10192
17,-4,30,1,15/104
17,-4,30,2,7/13
17,-4,30,5,43/30
17,-4,30,6,-2/15
17,-4,30,7,-559/840
17,-4,30,8,19/3
17,-4,31,7,1
17,-4,33,0,225/784
17,-4,33,7,43/56
17,-4,34,1,-225/1204
17,-4,34,5,1
17,-4,34,6,12/43
17,-4,34,8,56/43
17,-4,35,8,1
17,-4,37,0,225/5824
17,-4,37,1,25/1248
17,-4,37,2,15/104
17,-4,37,5,43/432
17,-4,37,6,-1/108
17,-4,37,8,41/54
17,-4,38,0,-6075/10192
17,-4,38,1,-1175/2184
17,-4,38,3,-2/1183
17,-4,38,5,-301/702
17,-4,38,6,14/351
17,-4,38,7,-43/56
17,-4,38,8,109/27
17,-4,38,9,1
17,-4,38,10,80/7
17,-4,38,11,32/7
17,-4,39,9,1
17,-3,0,0,431/224
17,-3,0,1,20465/9632
17,-3,0,2,-25/8
17,-3,0,3,1/130
17,-3,0,5,1337/360
17,-3,0,6,-305/774
17,-3,0,7,14/15
17,-3,0,8,-56497/3096
17,-3,0,9,-2933/430
17,-3,0,10,-111/40
17,-3,0,11,-273/20
17,-3,1,0,885/1456
17,-3,1,1,73295/91728
17,-3,1,2,297/364
17,-3,1,3,157/53235
17,-3,1,4,238/195
17,-3,1,5,21113/11340
17,-3,1,6,281/2835
17,-3,1,8,-8057/1620
17,-3,1,9,13/15
17,-3,1,10,-689/84
17,-3,1,11,-157/30
17,-3,2,2,1
17,-3,2,4,-7/2
17,-3,3,0,-15/56
17,-3,3,1,-15/56
17,-3,3,2,15/8
17,-3,4,0,-15/182
17,-3,4,1,-15/182
17,-3,4,2,7/26
17,-3,4,4,14/13
17,-3,5,0,-1/56
17,-3,5,2,9/8
17,-3,5,5,-29/30
17,-3,5,6,1/60
17,-3,6,0,-15/56
17,-3,6,2,15/8
17,-3,6,5,1/2
17,-3,6,6,1/4
17,-3,7,0,-75/364
17,-3,7,2,225/364
17,-3,7,4,14/13
17,-3,7,5,-43/39
17,-3,7,6,-11/546
17,-3,8,0,-4/7
17,-3,8,7,-29/15
17,-3,9,1,-15/86
17,-3,9,6,11/645
17,-3,9,8,-1624/645
17,-3,10,0,-15/182
17,-3,10,1,-15/182
17,-3,10,2,-125/364
17,-3,10,6,13/210
17,-3,10,8,-28/15
17,-3,11,0,19965/10192
17,-3,11,1,471725/438256
17,-3,11,2,135/28
17,-3,11,3,5/1183
17,-3,11,5,15007/3276
17,-3,11,6,61745/70434
17,-3,11,7,43/14
17,-3,11,8,-8347/1548
17,-3,11,9,191/43
17,-3,11,10,-1167/28
17,-3,11,11,-15/2
17,-3,12,7,1
17,-3,12,9,-196/43
17,-3,13,0,-225/1456
17,-3,13,1,-2575/10192
17,-3,13,2,15/28
17,-3,13,3,-1/1183
17,-3,13,5,-989/3276
17,-3,13,6,10/117
17,-3,13,8,77/36
17,-3,13,9,1
17,-3,13,10,-69/28
17,-3,13,11,3/2
17,-3,14,0,-3525/35672
17,-3,14,1,-2575/15288
17,-3,14,2,-120/637
17,-3,14,3,-2/3549
17,-3,14,4,-30/91
17,-3,14,5,-473/2646
17,-3,14,6,11/1323
17,-3,14,8,41/54
17,-3,14,10,13/14
17,-3,14,11,1
17,-3,15,0,5/52
17,-3,15,1,-95/364
17,-3,15,2,-97/364
17,-3,15,4,14/13
17,-3,16,2,1
17,-3,17,4,1
17,-3,18,0,-15/28
17,-3,19,1,-15/28
17,-3,20,0,-15/182
17,-3,20,1,-15/182
17,-3,20,2,-4/13
17,-3,21,2,-15/28
17,-3,22,2,-15/91
17,-3,22,4,-4/13
17,-3,23,0,-1/28
17,-3,23,2,-3/2
17,-3,23,5,-29/15
17,-3,23,6,-7/15
17,-3,24,0,-15/28
17,-3,25,5,1
17,-3,27,2,-15/28
17,-3,27,6,-1/14
17,-3,28,0,75/1274
17,-3,28,2,-30/91
17,-3,28,4,-4/13
17,-3,28,5,86/273
17,-3,28,6,-4/273
17,-3,29,1,-15/86
17,-3,29,5,14/15
17,-3,29,6,-118/645
17,-3,29,7,-14/15
17,-3,29,8,4396/645
17,-3,30,0,1455/10192
17,-3,30,1,45/364
17,-3,30,2,6/13
17,-3,30,5,43/30
17,-3,30,6,-1/15
17,-3,30,7,-559/840
17,-3,30,8,149/30
17,-3,31,7,1
17,-3,33,0,225/784
17,-3,33,7,43/56
17,-3,34,1,-225/1204
17,-3,34,5,1
17,-3,34,6,10/43
17,-3,34,8,56/43
17,-3,35,8,1
17,-3,37,0,225/5096
17,-3,37,1,25/1092
17,-3,37,2,15/91
17,-3,37,5,43/378
17,-3,37,6,-1/189
17,-3,37,8,41/54
17,-3,38,0,-6075/10192
17,-3,38,1,-2575/5096
17,-3,38,3,-2/1183
17,-3,38,5,-989/1638
17,-3,38,6,23/819
17,-3,38,7,-43/56
17,-3,38,8,59/18
17,-3,38,9,1
17,-3,38,10,60/7
17,-3,38,11,3
17,-3,39,9,1
17,-2,0,0,2689/1456
17,-2,0,1,1020365/563472
17,-2,0,2,-87/28
17,-2,0,3,43/5915
17,-2,0,5,96167/21060
17,-2,0,6,-2173/9030
17,-2,0,7,14/15
17,-2,0,8,-161543/11610
17,-2,0,9,-1429/215
17,-2,0,10,251/70
17,-2,0,11,-258/35
17,-2,1,0,1255/1456
17,-2,1,1,39175/39312
17,-2,1,2,835/1092
17,-2,1,3,71/17745
17,-2,1,4,238/195
17,-2,1,5,15523/4860
17,-2,1,6,13/70
17,-2,1,8,-3721/810
17,-2,1,9,13/15
17,-2,1,10,-325/42
17,-2,1,11,-142/35
17,-2,2,2,1
17,-2,2,4,-3
17,-2,3,0,-15/56
17,-2,3,1,-15/56
17,-2,3,2,45/28
17,-2,4,0,-5/52
17,-2,4,1,-5/52
17,-2,4,2,17/78
17,-2,4,4,14/13
17,-2,5,0,-1/56
